latitude,longitude,datetime
84.69676,137.45929,2019-10-09 04:40:00
84.69677,137.45796,2019-10-09 04:50:00
84.69678,137.45677,2019-10-09 05:00:00
84.69679,137.45576,2019-10-09 05:10:00
84.69680,137.45473,2019-10-09 05:20:00
84.69687,137.45360,2019-10-09 05:30:00
84.69681,137.45293,2019-10-09 05:40:00
84.69679,137.45193,2019-10-09 05:50:00
84.69678,137.45094,2019-10-09 06:00:00
84.69672,137.44998,2019-10-09 06:10:00
84.69662,137.44878,2019-10-09 06:20:00
84.69653,137.44757,2019-10-09 06:30:00
84.69641,137.44626,2019-10-09 06:40:00
84.69627,137.44489,2019-10-09 06:50:00
84.69612,137.44331,2019-10-09 07:00:00
84.69596,137.44165,2019-10-09 07:10:00
84.69577,137.43997,2019-10-09 07:20:00
84.69556,137.43822,2019-10-09 07:30:00
84.69534,137.43648,2019-10-09 07:40:00
84.69511,137.43465,2019-10-09 07:50:00
84.69488,137.43288,2019-10-09 08:00:00
84.69463,137.43100,2019-10-09 08:10:00
84.69437,137.42909,2019-10-09 08:20:00
84.69411,137.42714,2019-10-09 08:30:00
84.69386,137.42520,2019-10-09 08:40:00
84.69365,137.42381,2019-10-09 08:50:00
84.69335,137.42101,2019-10-09 09:00:00
84.69311,137.41887,2019-10-09 09:10:00
84.69282,137.41603,2019-10-09 09:20:00
84.69261,137.41374,2019-10-09 09:30:00
84.69240,137.41141,2019-10-09 09:40:00
84.69221,137.40898,2019-10-09 09:50:00
84.69202,137.40645,2019-10-09 10:00:00
84.69185,137.40398,2019-10-09 10:10:00
84.69169,137.40143,2019-10-09 10:20:00
84.69154,137.39890,2019-10-09 10:30:00
84.69141,137.39633,2019-10-09 10:40:00
84.69129,137.39369,2019-10-09 10:50:00
84.69117,137.39104,2019-10-09 11:00:00
84.69107,137.38844,2019-10-09 11:10:00
84.69096,137.38603,2019-10-09 11:20:00
84.69087,137.38365,2019-10-09 11:30:00
84.69078,137.38145,2019-10-09 11:40:00
84.69068,137.37930,2019-10-09 11:50:00
84.69059,137.37712,2019-10-09 12:00:00
84.69052,137.37511,2019-10-09 12:10:00
84.69045,137.37306,2019-10-09 12:20:00
84.69038,137.37103,2019-10-09 12:30:00
84.69034,137.36905,2019-10-09 12:40:00
84.69029,137.36714,2019-10-09 12:50:00
84.69026,137.36528,2019-10-09 13:00:00
84.69024,137.36354,2019-10-09 13:10:00
84.69024,137.36177,2019-10-09 13:20:00
84.69023,137.36008,2019-10-09 13:30:00
84.69025,137.35843,2019-10-09 13:40:00
84.69026,137.35703,2019-10-09 13:50:00
84.69031,137.35562,2019-10-09 14:00:00
84.69037,137.35419,2019-10-09 14:10:00
84.69045,137.35289,2019-10-09 14:20:00
84.69054,137.35172,2019-10-09 14:30:00
84.69066,137.35069,2019-10-09 14:40:00
84.69080,137.34978,2019-10-09 14:50:00
84.69093,137.34885,2019-10-09 15:00:00
84.69108,137.34799,2019-10-09 15:10:00
